age,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,Other-service,White,Male,0,0,40,United-States,<=50K
45,Adm-clerical,White,Female,0,0,40,United-States,>50K
32,Prof-specialty,White,Male,0,1876,50,United-States,<=50K
37,Adm-clerical,White,Female,0,0,37,United-States,<=50K
49,Handlers-cleaners,White,Male,7298,0,40,United-States,>50K
48,Prof-specialty,White,Male,0,1977,45,United-States,>50K
36,Handlers-cleaners,White,Female,0,0,30,United-States,<=50K
38,Prof-specialty,White,Male,0,0,35,United-States,>50K
35,Sales,White,Male,0,1887,45,United-States,>50K
20,Adm-clerical,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
43,Other-service,White,Male,2174,0,45,United-States,<=50K
18,Other-service,White,Male,0,0,40,United-States,<=50K
31,Prof-specialty,White,Male,0,0,25,United-States,<=50K
34,Other-service,White,Female,0,0,65,United-States,<=50K
18,Machine-op-inspct,White,Male,0,0,30,United-States,<=50K
46,Craft-repair,White,Male,0,1902,40,United-States,>50K
58,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
26,Craft-repair,White,Male,0,0,40,United-States,<=50K
32,Transport-moving,White,Male,0,0,72,Mexico,<=50K
57,Transport-moving,White,Male,0,1887,40,United-States,>50K
50,Prof-specialty,White,Male,0,0,40,United-States,>50K
44,Exec-managerial,White,Male,0,0,40,United-States,<=50K
25,Handlers-cleaners,White,Male,0,0,26,United-States,<=50K
41,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
31,Sales,White,Female,0,0,38,United-States,<=50K
56,Machine-op-inspct,White,Female,5013,0,45,United-States,<=50K
32,Machine-op-inspct,White,Male,3464,0,40,United-States,<=50K
67,Exec-managerial,White,Female,0,2206,5,United-States,<=50K
26,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
42,Machine-op-inspct,White,Female,0,0,40,United-States,>50K
34,Prof-specialty,White,Male,0,0,40,United-States,>50K
46,Adm-clerical,White,Female,0,0,47,Cuba,<=50K
63,Craft-repair,White,Male,99999,0,40,United-States,>50K
23,Exec-managerial,White,Male,0,0,30,Mexico,<=50K
56,Sales,White,Female,0,0,25,Mexico,<=50K
40,Farming-fishing,White,Female,0,0,40,United-States,<=50K
39,Adm-clerical,White,Female,0,0,40,United-States,<=50K
33,Craft-repair,Other,Female,0,0,40,United-States,<=50K
46,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
21,Protective-serv,Black,Female,0,0,25,United-States,<=50K
32,Prof-specialty,White,Male,0,0,60,United-States,<=50K
79,Prof-specialty,White,Female,0,0,40,United-States,<=50K
37,Craft-repair,White,Male,0,0,52,United-States,<=50K
17,Priv-house-serv,White,Female,0,0,40,United-States,<=50K
64,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
54,Transport-moving,White,Male,0,0,56,United-States,>50K
22,Prof-specialty,White,Female,0,0,20,United-States,<=50K
20,Handlers-cleaners,White,Male,0,0,32,Mexico,<=50K
58,Adm-clerical,White,Female,0,0,40,United-States,<=50K
19,Sales,White,Male,0,0,20,United-States,<=50K
40,Sales,White,Female,0,0,40,United-States,<=50K
30,Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
22,Adm-clerical,White,Male,0,0,45,United-States,<=50K
57,Prof-specialty,White,Male,10520,0,40,United-States,>50K
55,Sales,White,Female,0,0,40,United-States,<=50K
30,Exec-managerial,White,Female,0,0,40,England,<=50K
56,Transport-moving,White,Male,0,0,60,United-States,<=50K
31,Tech-support,White,Male,0,0,55,United-States,<=50K
25,Adm-clerical,White,Female,0,0,40,United-States,<=50K
44,Prof-specialty,White,Female,0,0,35,United-States,<=50K
22,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,12,Thailand,<=50K
24,Sales,White,Female,0,0,40,United-States,<=50K
25,Adm-clerical,White,Male,0,0,36,United-States,<=50K
40,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Prof-specialty,White,Male,0,1977,45,United-States,>50K
59,Sales,White,Male,4064,0,40,United-States,<=50K
64,Prof-specialty,White,Female,0,0,35,United-States,<=50K
30,Machine-op-inspct,White,Male,0,0,60,United-States,<=50K
37,Craft-repair,White,Male,0,0,45,United-States,<=50K
25,Tech-support,White,Male,0,0,40,United-States,<=50K
62,Exec-managerial,White,Female,0,0,36,United-States,<=50K
29,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
42,Craft-repair,White,Male,0,0,44,United-States,<=50K
24,Farming-fishing,White,Male,0,0,50,United-States,<=50K
43,Tech-support,Black,Female,0,0,40,United-States,<=50K
44,Transport-moving,White,Male,0,0,96,United-States,<=50K
24,Craft-repair,White,Male,0,0,40,United-States,<=50K
19,Sales,White,Female,0,0,35,United-States,<=50K
36,Transport-moving,Black,Male,0,0,50,United-States,>50K
46,Priv-house-serv,White,Female,0,0,40,Mexico,<=50K
60,Transport-moving,White,Male,0,0,40,United-States,<=50K
22,Transport-moving,White,Male,0,0,40,United-States,<=50K
44,Prof-specialty,White,Male,0,0,40,United-States,>50K
31,Craft-repair,White,Male,0,1902,40,United-States,>50K
27,Adm-clerical,White,Female,0,0,43,United-States,<=50K
50,Prof-specialty,White,Male,0,0,40,United-States,>50K
36,Sales,Black,Male,0,0,48,United-States,<=50K
52,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
34,Adm-clerical,White,Male,0,0,28,United-States,<=50K
40,Adm-clerical,Black,Female,0,0,35,United-States,<=50K
41,Exec-managerial,White,Male,0,1902,55,United-States,>50K
31,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
46,Craft-repair,White,Male,0,0,40,United-States,>50K
17,Farming-fishing,White,Male,0,0,30,United-States,<=50K
32,Exec-managerial,Black,Male,0,0,40,Jamaica,<=50K
28,Exec-managerial,White,Male,0,0,45,United-States,<=50K
35,Adm-clerical,White,Female,0,0,40,United-States,>50K
22,Adm-clerical,White,Female,0,0,20,United-States,<=50K
35,Prof-specialty,White,Male,0,0,60,United-States,<=50K
51,Craft-repair,White,Male,2961,0,40,United-States,<=50K
40,Prof-specialty,White,Male,0,0,40,Cuba,>50K
56,Craft-repair,White,Male,0,0,41,United-States,>50K
34,Exec-managerial,White,Female,7688,0,50,United-States,>50K
23,Handlers-cleaners,White,Male,0,0,25,United-States,<=50K
40,Sales,White,Male,0,0,80,United-States,<=50K
44,Sales,White,Female,0,0,48,United-States,<=50K
24,Sales,White,Male,0,0,40,United-States,<=50K
24,Sales,White,Male,0,0,48,United-States,<=50K
38,Exec-managerial,White,Male,0,0,40,United-States,>50K
22,Sales,White,Female,0,0,30,United-States,<=50K
44,Exec-managerial,White,Male,0,0,35,United-States,>50K
41,Adm-clerical,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
53,Exec-managerial,White,Male,0,0,50,United-States,>50K
43,Craft-repair,White,Male,0,0,40,United-States,>50K
59,Other-service,White,Male,2580,0,15,El-Salvador,<=50K
19,Other-service,White,Female,0,0,30,United-States,<=50K
27,Exec-managerial,White,Male,0,0,45,United-States,<=50K
49,Prof-specialty,Black,Male,0,0,45,United-States,<=50K
29,Exec-managerial,White,Male,0,0,50,United-States,>50K
47,Machine-op-inspct,Black,Female,0,0,40,United-States,>50K
27,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
58,Adm-clerical,Black,Female,0,0,55,United-States,<=50K
65,Adm-clerical,White,Male,0,2174,40,United-States,>50K
61,Craft-repair,White,Male,0,2051,20,United-States,<=50K
23,Adm-clerical,White,Female,0,0,40,United-States,<=50K
50,Craft-repair,White,Male,0,0,40,United-States,>50K
57,Prof-specialty,White,Male,0,0,60,United-States,<=50K
49,Machine-op-inspct,White,Female,0,0,40,Peru,<=50K
28,Prof-specialty,White,Female,0,0,40,United-States,<=50K
46,Transport-moving,White,Male,0,0,40,United-States,<=50K
59,Craft-repair,White,Male,0,0,40,United-States,>50K
27,Other-service,White,Male,0,0,24,United-States,<=50K
28,Machine-op-inspct,White,Female,0,0,40,Guatemala,<=50K
43,Exec-managerial,White,Male,0,0,25,United-States,<=50K
17,Sales,White,Female,0,0,25,United-States,<=50K
45,Tech-support,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
55,Sales,White,Male,2228,0,50,United-States,<=50K
46,Tech-support,White,Male,0,1977,40,United-States,>50K
22,Sales,Black,Male,99999,0,55,United-States,>50K
39,Craft-repair,White,Male,7688,0,40,United-States,>50K
43,Other-service,White,Male,0,0,48,United-States,<=50K
22,Farming-fishing,White,Male,0,0,40,United-States,<=50K
21,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
20,Adm-clerical,White,Female,0,0,39,United-States,<=50K
44,Sales,White,Male,0,0,60,United-States,>50K
50,Exec-managerial,White,Male,0,1902,40,United-States,>50K
41,Prof-specialty,White,Male,15024,0,55,United-States,>50K
30,Transport-moving,White,Male,0,0,40,United-States,<=50K
57,Craft-repair,White,Male,0,0,40,United-States,<=50K
45,Prof-specialty,Asian-Pac-Islander,Male,0,0,50,India,>50K
29,Sales,White,Male,0,0,50,United-States,>50K
53,Craft-repair,White,Male,0,0,40,United-States,<=50K
27,Protective-serv,White,Male,0,0,45,United-States,>50K
25,Other-service,White,Male,0,0,24,Nicaragua,<=50K
38,Sales,White,Female,0,0,32,United-States,<=50K
41,Craft-repair,White,Male,0,0,40,United-States,<=50K
59,Exec-managerial,White,Male,0,0,40,United-States,<=50K
33,Other-service,Black,Male,0,0,35,United-States,<=50K
58,Craft-repair,White,Male,0,0,40,United-States,<=50K
51,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
39,Sales,White,Female,0,0,40,United-States,<=50K
63,Prof-specialty,White,Female,0,0,40,United-States,>50K
18,Other-service,White,Male,0,0,10,United-States,<=50K
42,Other-service,White,Female,0,0,30,United-States,<=50K
34,Prof-specialty,White,Female,0,0,60,United-States,>50K
41,Prof-specialty,Asian-Pac-Islander,Male,0,0,55,Taiwan,>50K
42,Machine-op-inspct,White,Male,2407,0,40,United-States,<=50K
30,Farming-fishing,White,Male,0,0,60,Mexico,<=50K
23,Exec-managerial,White,Female,0,0,40,United-States,<=50K
69,Adm-clerical,White,Female,2964,0,6,Germany,<=50K
42,Sales,White,Male,10520,0,50,United-States,>50K
39,Exec-managerial,White,Male,0,0,42,United-States,<=50K
23,Protective-serv,Black,Male,0,0,40,United-States,<=50K
50,Exec-managerial,White,Male,0,0,84,United-States,>50K
59,Exec-managerial,White,Male,0,0,40,United-States,>50K
20,Prof-specialty,White,Male,0,0,15,United-States,<=50K
42,Prof-specialty,White,Male,0,0,40,United-States,>50K
41,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,Japan,>50K
59,Priv-house-serv,Black,Female,0,0,30,United-States,<=50K
49,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
50,Tech-support,White,Male,3103,0,40,United-States,>50K
24,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
64,Adm-clerical,White,Female,0,0,40,United-States,>50K
32,Adm-clerical,White,Female,0,0,35,United-States,<=50K
60,Sales,White,Male,0,0,50,United-States,<=50K
32,Exec-managerial,White,Male,0,0,50,United-States,<=50K
47,Craft-repair,White,Male,0,0,75,United-States,>50K
63,Other-service,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
30,Sales,White,Female,0,0,35,United-States,<=50K
53,Craft-repair,Black,Male,0,0,40,United-States,<=50K
35,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
40,Transport-moving,White,Male,0,0,50,United-States,<=50K
34,Sales,White,Male,3103,0,60,United-States,>50K
31,Craft-repair,White,Male,0,0,60,United-States,<=50K
53,Craft-repair,White,Male,0,0,40,United-States,>50K
31,Sales,White,Male,0,0,40,United-States,>50K
21,Other-service,White,Female,0,0,50,United-States,<=50K
19,Sales,White,Female,0,0,30,United-States,<=50K
23,Other-service,Black,Female,0,0,30,United-States,<=50K
24,Adm-clerical,White,Female,0,0,30,United-States,<=50K
21,Adm-clerical,White,Female,0,0,15,United-States,<=50K
38,Machine-op-inspct,Black,Female,0,0,28,United-States,<=50K
41,Adm-clerical,Black,Female,0,0,37,United-States,<=50K
21,Adm-clerical,White,Female,0,0,27,United-States,<=50K
37,Exec-managerial,White,Female,0,0,15,United-States,<=50K
42,Prof-specialty,White,Male,15024,0,40,United-States,>50K
51,Craft-repair,White,Male,0,0,40,United-States,<=50K
17,Adm-clerical,White,Male,0,0,16,United-States,<=50K
31,Exec-managerial,White,Female,0,0,50,United-States,<=50K
55,Craft-repair,White,Male,27828,0,55,United-States,>50K
25,Prof-specialty,White,Female,0,0,40,United-States,<=50K
48,Exec-managerial,White,Male,0,0,50,United-States,<=50K
30,Exec-managerial,White,Male,15024,0,60,United-States,>50K
39,Sales,White,Female,4687,0,50,United-States,>50K
58,Prof-specialty,Black,Male,7688,0,30,United-States,>50K
23,Other-service,White,Female,0,0,80,United-States,<=50K
19,Other-service,White,Female,0,0,40,United-States,<=50K
33,Other-service,Black,Male,0,0,40,United-States,<=50K
19,Farming-fishing,White,Male,0,0,60,United-States,<=50K
36,Prof-specialty,White,Male,0,0,50,United-States,>50K
46,Transport-moving,White,Male,0,0,40,United-States,<=50K
28,Transport-moving,Black,Female,0,0,20,United-States,<=50K
38,Craft-repair,White,Male,0,0,60,United-States,<=50K
54,Sales,Black,Male,0,0,40,United-States,<=50K
60,Craft-repair,White,Female,0,0,40,United-States,<=50K
56,Exec-managerial,White,Female,8614,0,55,United-States,>50K
47,Exec-managerial,White,Male,0,0,45,United-States,>50K
35,Farming-fishing,White,Male,0,0,40,United-States,<=50K
45,Prof-specialty,White,Female,0,0,48,United-States,<=50K
37,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
33,Prof-specialty,White,Male,0,0,50,United-States,>50K
19,Other-service,White,Female,0,0,15,United-States,<=50K
43,Prof-specialty,White,Male,0,0,70,United-States,>50K
43,Exec-managerial,White,Male,0,0,40,United-States,>50K
41,Transport-moving,White,Male,0,0,40,United-States,>50K
64,Craft-repair,White,Male,0,0,99,United-States,<=50K
57,Farming-fishing,White,Male,0,0,60,United-States,>50K
43,Craft-repair,White,Male,0,0,48,United-States,<=50K
28,Tech-support,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
69,Machine-op-inspct,White,Male,3818,0,30,United-States,<=50K
40,Handlers-cleaners,White,Male,0,0,40,United-States,>50K
44,Prof-specialty,White,Male,0,1902,40,United-States,>50K
28,Adm-clerical,White,Male,0,0,60,United-States,<=50K
26,Craft-repair,White,Male,0,0,45,United-States,>50K
43,Prof-specialty,White,Male,0,0,50,United-States,>50K
35,Adm-clerical,White,Male,0,0,50,United-States,<=50K
38,Other-service,White,Male,0,0,10,United-States,<=50K
42,Sales,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
34,Exec-managerial,White,Male,0,0,55,United-States,>50K
40,Sales,White,Male,0,0,40,United-States,<=50K
18,Exec-managerial,White,Male,0,0,50,United-States,<=50K
26,Prof-specialty,White,Male,0,0,40,United-States,<=50K
23,Adm-clerical,White,Female,0,0,60,United-States,<=50K
38,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
50,Craft-repair,White,Male,0,1902,45,United-States,>50K
33,Prof-specialty,White,Male,0,0,40,United-States,>50K
47,Other-service,White,Female,0,0,32,United-States,<=50K
53,Other-service,White,Male,0,0,40,Mexico,<=50K
33,Transport-moving,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
79,Adm-clerical,White,Male,0,0,20,United-States,<=50K
40,Exec-managerial,White,Female,0,0,50,United-States,<=50K
34,Craft-repair,White,Male,0,0,40,Guatemala,<=50K
38,Other-service,White,Female,0,0,48,United-States,<=50K
21,Exec-managerial,White,Female,0,0,35,United-States,<=50K
46,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
43,Adm-clerical,White,Female,0,0,40,United-States,<=50K
32,Machine-op-inspct,White,Female,0,2205,40,Holand-Netherlands,<=50K
42,Prof-specialty,White,Male,0,0,45,United-States,>50K
29,Transport-moving,White,Male,0,0,55,United-States,<=50K
34,Exec-managerial,White,Female,0,0,55,United-States,>50K
63,Exec-managerial,White,Female,0,0,40,United-States,>50K
35,Other-service,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
39,Prof-specialty,Black,Female,0,0,37,United-States,<=50K
62,Exec-managerial,White,Male,0,0,40,United-States,<=50K
46,Sales,White,Female,0,0,40,United-States,<=50K
25,Sales,White,Female,0,0,40,United-States,<=50K
76,Other-service,White,Male,0,0,2,United-States,<=50K
51,Prof-specialty,White,Female,0,1564,70,United-States,>50K
32,Adm-clerical,White,Female,0,0,40,United-States,>50K
60,Sales,White,Female,0,0,32,United-States,<=50K
45,Transport-moving,White,Male,0,0,40,United-States,<=50K
44,Other-service,Black,Male,0,0,60,United-States,<=50K
36,Craft-repair,White,Male,0,1887,60,United-States,>50K
50,Sales,White,Male,0,0,40,United-States,>50K
43,Farming-fishing,White,Male,0,0,84,United-States,<=50K
50,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
25,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
49,Craft-repair,Black,Male,0,0,30,United-States,<=50K
43,Other-service,White,Female,0,0,35,United-States,<=50K
49,Prof-specialty,White,Female,4650,0,40,United-States,<=50K
44,Prof-specialty,White,Female,0,0,40,United-States,>50K
19,Adm-clerical,Black,Female,0,0,20,United-States,<=50K
20,Sales,White,Female,0,0,18,United-States,<=50K
25,Exec-managerial,White,Female,0,1504,45,United-States,<=50K
49,Machine-op-inspct,White,Male,3325,0,45,United-States,<=50K
33,Prof-specialty,White,Female,0,0,40,United-States,<=50K
34,Prof-specialty,White,Male,0,0,35,United-States,>50K
45,Exec-managerial,White,Male,0,0,80,United-States,<=50K
44,Other-service,Black,Male,0,0,32,United-States,<=50K
53,Prof-specialty,White,Female,0,1876,54,United-States,<=50K
32,Sales,White,Male,0,0,44,United-States,<=50K
54,Exec-managerial,White,Female,0,0,45,United-States,<=50K
53,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
23,Craft-repair,White,Male,0,0,50,United-States,<=50K
17,Other-service,White,Female,0,0,16,United-States,<=50K
52,Farming-fishing,White,Male,0,0,40,United-States,<=50K
25,Other-service,White,Female,0,0,30,Columbia,<=50K
47,Craft-repair,White,Female,0,0,43,United-States,<=50K
37,Exec-managerial,White,Male,0,0,46,United-States,>50K
36,Craft-repair,White,Male,0,0,35,United-States,<=50K
36,Sales,White,Male,0,0,92,United-States,<=50K
20,Adm-clerical,White,Male,0,0,40,United-States,<=50K
50,Tech-support,White,Male,0,0,40,United-States,>50K
36,Sales,White,Male,0,0,60,United-States,>50K
47,Tech-support,White,Male,0,0,40,United-States,<=50K
32,Prof-specialty,White,Female,0,0,45,United-States,<=50K
50,Transport-moving,White,Male,0,0,70,United-States,>50K
22,Transport-moving,Black,Male,0,0,40,United-States,<=50K
37,Craft-repair,White,Male,3103,0,45,United-States,>50K
42,Adm-clerical,White,Male,0,0,55,United-States,>50K
48,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
28,Prof-specialty,White,Male,0,0,43,United-States,<=50K
34,Other-service,White,Female,0,0,40,United-States,<=50K
42,Craft-repair,White,Male,0,0,60,United-States,>50K
32,Exec-managerial,Black,Male,0,0,40,England,>50K
31,Sales,White,Male,0,0,50,United-States,<=50K
48,Craft-repair,White,Male,0,0,40,United-States,<=50K
62,Adm-clerical,White,Female,0,0,40,United-States,<=50K
46,Craft-repair,Black,Male,0,0,40,United-States,>50K
34,Prof-specialty,White,Female,0,0,40,United-States,<=50K
28,Other-service,White,Male,0,0,40,United-States,<=50K
26,Prof-specialty,White,Male,0,0,20,United-States,<=50K
39,Other-service,Black,Female,5455,0,40,United-States,<=50K
41,Exec-managerial,White,Male,0,0,50,United-States,<=50K
25,Tech-support,Black,Female,0,0,40,United-States,<=50K
19,Sales,White,Male,0,0,25,United-States,<=50K
39,Priv-house-serv,Black,Female,0,0,16,United-States,<=50K
28,Prof-specialty,White,Female,0,0,40,United-States,<=50K
35,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
36,Craft-repair,White,Male,0,0,40,United-States,<=50K
60,Sales,Black,Male,2597,0,55,United-States,<=50K
55,Sales,White,Male,0,0,38,United-States,<=50K
39,Exec-managerial,White,Female,0,0,60,United-States,>50K
34,Farming-fishing,White,Male,0,0,50,United-States,<=50K
47,Exec-managerial,White,Female,0,0,65,United-States,<=50K
28,Exec-managerial,White,Male,0,0,50,United-States,<=50K
51,Adm-clerical,White,Female,0,0,40,United-States,<=50K
47,Tech-support,White,Female,0,0,36,United-States,<=50K
43,Transport-moving,White,Male,0,0,50,United-States,>50K
45,Prof-specialty,White,Female,0,0,40,United-States,>50K
40,Craft-repair,Black,Male,0,0,45,United-States,<=50K
79,Sales,White,Male,18481,0,45,United-States,>50K
17,Other-service,White,Female,0,0,25,United-States,<=50K
25,Transport-moving,White,Male,0,0,52,United-States,<=50K
29,Other-service,White,Female,0,0,40,United-States,<=50K
49,Adm-clerical,White,Male,0,0,40,United-States,<=50K
36,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
30,Other-service,Asian-Pac-Islander,Male,0,0,15,China,<=50K
20,Craft-repair,White,Male,0,0,20,United-States,<=50K
55,Transport-moving,White,Male,0,0,44,United-States,<=50K
46,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
20,Sales,Black,Female,0,0,35,United-States,<=50K
21,Adm-clerical,White,Female,0,0,40,United-States,<=50K
25,Tech-support,White,Male,0,0,40,United-States,<=50K
31,Other-service,White,Male,0,0,16,United-States,<=50K
39,Adm-clerical,White,Female,0,0,20,United-States,<=50K
24,Craft-repair,White,Male,0,0,40,United-States,<=50K
19,Adm-clerical,White,Male,0,0,10,United-States,<=50K
34,Adm-clerical,Black,Male,0,0,40,United-States,>50K
47,Craft-repair,White,Male,0,1672,65,United-States,<=50K
49,Transport-moving,White,Male,0,0,50,United-States,>50K
66,Adm-clerical,White,Female,0,0,25,United-States,<=50K
41,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
44,Farming-fishing,White,Male,0,0,99,United-States,<=50K
45,Craft-repair,Asian-Pac-Islander,Male,0,0,40,Japan,>50K
59,Prof-specialty,White,Male,0,0,50,United-States,>50K
25,Handlers-cleaners,White,Male,0,0,40,El-Salvador,<=50K
56,Exec-managerial,White,Male,0,0,40,United-States,<=50K
27,Farming-fishing,White,Male,0,0,45,United-States,<=50K
46,Sales,White,Female,0,0,40,Cuba,<=50K
34,Adm-clerical,White,Female,0,0,20,United-States,>50K
53,Transport-moving,White,Female,0,0,40,Italy,<=50K
37,Craft-repair,White,Male,14344,0,40,United-States,>50K
60,Transport-moving,White,Male,0,0,40,United-States,<=50K
40,Prof-specialty,White,Female,14084,0,50,United-States,>50K
29,Exec-managerial,White,Female,0,0,50,United-States,>50K
28,Machine-op-inspct,Other,Male,0,0,40,Ecuador,<=50K
69,Prof-specialty,White,Female,0,0,20,United-States,<=50K
53,Adm-clerical,White,Male,7298,0,40,United-States,>50K
45,Sales,White,Male,0,0,55,United-States,<=50K
37,Adm-clerical,White,Male,0,0,40,United-States,<=50K
36,Transport-moving,White,Male,0,0,60,Mexico,<=50K
30,Exec-managerial,Asian-Pac-Islander,Female,0,0,50,Taiwan,<=50K
68,Sales,White,Female,0,0,30,United-States,<=50K
46,Prof-specialty,White,Male,0,1977,50,United-States,>50K
31,Adm-clerical,White,Male,0,0,40,United-States,<=50K
44,Exec-managerial,White,Male,15024,0,60,United-States,>50K
39,Other-service,White,Male,0,0,40,United-States,<=50K
40,Tech-support,White,Male,0,0,44,United-States,<=50K
47,Adm-clerical,White,Female,0,0,40,United-States,<=50K
33,Prof-specialty,White,Male,0,0,55,United-States,>50K
66,Prof-specialty,White,Female,0,0,35,United-States,<=50K
26,Prof-specialty,White,Female,0,0,32,United-States,<=50K
32,Protective-serv,White,Male,0,0,45,United-States,<=50K
46,Prof-specialty,Black,Male,0,0,38,United-States,>50K
43,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Other-service,White,Male,0,0,40,United-States,<=50K
65,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
39,Tech-support,Asian-Pac-Islander,Male,3137,0,40,United-States,<=50K
31,Prof-specialty,White,Male,0,0,50,United-States,<=50K
60,Other-service,White,Male,0,0,8,United-States,>50K
19,Handlers-cleaners,White,Female,0,0,35,United-States,<=50K
67,Prof-specialty,White,Female,0,0,8,United-States,<=50K
46,Tech-support,White,Male,0,0,60,United-States,>50K
32,Other-service,Other,Female,0,0,28,United-States,<=50K
56,Craft-repair,White,Male,0,0,40,United-States,<=50K
62,Prof-specialty,White,Male,0,0,16,United-States,<=50K
37,Other-service,White,Male,0,0,40,United-States,<=50K
18,Sales,White,Female,0,0,20,United-States,<=50K
46,Protective-serv,White,Male,0,0,40,United-States,>50K
29,Other-service,White,Female,0,0,35,United-States,<=50K
30,Sales,White,Male,0,0,40,United-States,<=50K
29,Priv-house-serv,White,Female,0,0,40,United-States,<=50K
51,Exec-managerial,White,Female,0,0,32,United-States,<=50K
31,Exec-managerial,White,Male,0,0,40,United-States,<=50K
33,Craft-repair,White,Male,0,0,48,United-States,<=50K
64,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
27,Prof-specialty,White,Male,0,0,40,United-States,<=50K
26,Craft-repair,White,Male,0,0,40,United-States,<=50K
52,Sales,White,Female,0,0,40,United-States,<=50K
25,Handlers-cleaners,White,Male,0,0,35,United-States,<=50K
47,Prof-specialty,White,Female,0,0,40,United-States,<=50K
24,Sales,White,Female,0,0,40,United-States,>50K
29,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
27,Sales,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K
25,Other-service,White,Female,3418,0,40,United-States,<=50K
54,Exec-managerial,White,Male,0,0,55,United-States,>50K
43,Prof-specialty,Black,Female,0,0,37,United-States,<=50K
20,Other-service,White,Male,0,0,40,United-States,<=50K
49,Craft-repair,White,Male,0,0,40,United-States,<=50K
33,Tech-support,Black,Female,0,0,38,United-States,<=50K
20,Adm-clerical,White,Female,0,0,40,United-States,<=50K
34,Sales,White,Male,0,0,45,United-States,<=50K
28,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
53,Sales,White,Female,13550,0,43,United-States,>50K
35,Farming-fishing,Black,Male,0,0,40,United-States,<=50K
25,Prof-specialty,White,Male,0,0,35,United-States,<=50K
28,Handlers-cleaners,White,Male,0,0,40,United-States,>50K
34,Prof-specialty,White,Female,0,0,4,United-States,<=50K
29,Prof-specialty,White,Female,0,0,40,United-States,<=50K
56,Sales,White,Male,0,0,55,United-States,>50K
29,Transport-moving,White,Male,0,0,50,United-States,<=50K
48,Prof-specialty,White,Male,0,0,45,United-States,>50K
41,Prof-specialty,White,Female,0,1740,20,United-States,<=50K
29,Transport-moving,White,Female,0,0,45,United-States,<=50K
62,Exec-managerial,White,Male,0,0,45,United-States,>50K
17,Craft-repair,White,Female,0,0,8,United-States,<=50K
41,Prof-specialty,White,Female,0,0,35,United-States,<=50K
38,Sales,White,Female,0,0,12,United-States,<=50K
30,Sales,White,Female,0,0,40,El-Salvador,<=50K
51,Sales,White,Male,0,0,28,United-States,<=50K
57,Exec-managerial,White,Male,0,0,40,United-States,<=50K
47,Prof-specialty,White,Male,0,0,40,United-States,<=50K
50,Protective-serv,White,Male,0,0,48,United-States,<=50K
27,Adm-clerical,White,Female,0,0,40,United-States,<=50K
24,Prof-specialty,White,Male,0,0,43,United-States,<=50K
42,Prof-specialty,White,Female,0,0,45,United-States,<=50K
63,Other-service,White,Female,0,0,40,United-States,<=50K
22,Adm-clerical,White,Male,0,0,35,United-States,<=50K
