age,occupation,education,education-num,marital-status,race,sex
25,Exec-managerial,Some-college,10,Never-married,Asian-Pac-Islander,Male
21,Other-service,Some-college,10,Never-married,White,Female
70,Machine-op-inspct,Bachelors,13,Widowed,Asian-Pac-Islander,Male
38,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
44,Craft-repair,Assoc-acdm,12,Never-married,White,Male
30,Machine-op-inspct,5th-6th,3,Married-civ-spouse,White,Male
42,Transport-moving,Some-college,10,Married-civ-spouse,Black,Male
41,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
90,Prof-specialty,HS-grad,9,Widowed,White,Female
48,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
37,Machine-op-inspct,Some-college,10,Married-civ-spouse,Black,Male
41,Craft-repair,Some-college,10,Married-civ-spouse,Black,Male
67,Exec-managerial,HS-grad,9,Widowed,White,Female
36,Craft-repair,HS-grad,9,Never-married,White,Female
18,Other-service,Some-college,10,Never-married,White,Male
54,Adm-clerical,Masters,14,Married-civ-spouse,White,Male
37,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
18,Sales,11th,7,Never-married,White,Male
49,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
33,Adm-clerical,Bachelors,13,Never-married,White,Male
36,Sales,HS-grad,9,Never-married,White,Female
50,Transport-moving,9th,5,Married-civ-spouse,White,Male
17,Sales,10th,6,Never-married,White,Male
32,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
38,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
54,Craft-repair,7th-8th,4,Married-civ-spouse,White,Male
20,Craft-repair,Some-college,10,Never-married,White,Female
34,Transport-moving,HS-grad,9,Separated,Black,Male
27,Exec-managerial,Some-college,10,Never-married,White,Female
33,Prof-specialty,Some-college,10,Never-married,Black,Male
55,Sales,HS-grad,9,Divorced,White,Female
50,Other-service,HS-grad,9,Divorced,White,Female
52,Sales,Some-college,10,Married-civ-spouse,White,Male
36,Craft-repair,HS-grad,9,Never-married,Black,Male
34,Machine-op-inspct,HS-grad,9,Never-married,White,Male
26,Prof-specialty,Bachelors,13,Never-married,Black,Male
62,Adm-clerical,Some-college,10,Divorced,White,Male
58,Craft-repair,10th,6,Married-civ-spouse,White,Male
19,Machine-op-inspct,HS-grad,9,Never-married,White,Male
63,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
43,Sales,HS-grad,9,Married-civ-spouse,White,Male
38,Adm-clerical,Some-college,10,Divorced,White,Female
56,Tech-support,Some-college,10,Married-civ-spouse,White,Male
26,Prof-specialty,Some-college,10,Divorced,White,Female
72,Exec-managerial,Bachelors,13,Separated,White,Female
36,Sales,Some-college,10,Widowed,White,Female
59,Other-service,Some-college,10,Widowed,White,Female
34,Other-service,HS-grad,9,Never-married,White,Female
21,Prof-specialty,Some-college,10,Never-married,White,Male
17,Sales,11th,7,Never-married,Black,Female
23,Exec-managerial,Bachelors,13,Never-married,White,Female
57,Prof-specialty,Doctorate,16,Divorced,White,Female
34,Machine-op-inspct,Some-college,10,Married-civ-spouse,White,Male
40,Farming-fishing,HS-grad,9,Never-married,White,Male
58,Sales,Some-college,10,Married-civ-spouse,White,Male
44,Transport-moving,10th,6,Married-civ-spouse,White,Male
20,Handlers-cleaners,Some-college,10,Never-married,White,Male
30,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
58,Other-service,HS-grad,9,Married-spouse-absent,White,Female
64,Craft-repair,11th,7,Married-civ-spouse,White,Male
57,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
54,Farming-fishing,Some-college,10,Married-civ-spouse,White,Male
53,Handlers-cleaners,11th,7,Married-civ-spouse,Black,Male
34,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
35,Other-service,Bachelors,13,Married-civ-spouse,Amer-Indian-Eskimo,Male
20,Sales,Some-college,10,Never-married,White,Female
46,Exec-managerial,Bachelors,13,Widowed,White,Female
48,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
47,Handlers-cleaners,Bachelors,13,Divorced,White,Male
31,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
32,Other-service,HS-grad,9,Separated,White,Female
25,Tech-support,Bachelors,13,Never-married,White,Male
42,Exec-managerial,HS-grad,9,Divorced,White,Female
43,Other-service,Some-college,10,Never-married,White,Female
21,Transport-moving,Masters,14,Never-married,White,Male
29,Craft-repair,Assoc-voc,11,Married-civ-spouse,White,Male
69,Machine-op-inspct,HS-grad,9,Widowed,White,Male
24,Handlers-cleaners,HS-grad,9,Never-married,White,Male
41,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
28,Sales,Bachelors,13,Married-civ-spouse,White,Male
33,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
33,Adm-clerical,HS-grad,9,Never-married,White,Female
45,Adm-clerical,HS-grad,9,Divorced,White,Female
37,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
31,Machine-op-inspct,HS-grad,9,Divorced,White,Male
41,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
36,Prof-specialty,Masters,14,Never-married,Black,Female
30,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
36,Sales,Bachelors,13,Married-civ-spouse,White,Male
48,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
33,Other-service,Some-college,10,Never-married,White,Male
44,Adm-clerical,Some-college,10,Never-married,Black,Female
50,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,Black,Female
27,Machine-op-inspct,Bachelors,13,Never-married,Asian-Pac-Islander,Male
23,Adm-clerical,Some-college,10,Never-married,White,Male
19,Other-service,Some-college,10,Never-married,White,Female
37,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
50,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
20,Prof-specialty,Some-college,10,Never-married,White,Male
59,Exec-managerial,HS-grad,9,Divorced,White,Male
27,Other-service,HS-grad,9,Never-married,Black,Female
70,Adm-clerical,HS-grad,9,Widowed,White,Female
27,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
48,Sales,Some-college,10,Married-civ-spouse,White,Male
54,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
59,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
68,Transport-moving,11th,7,Divorced,White,Male
45,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
22,Tech-support,HS-grad,9,Never-married,White,Female
47,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
20,Machine-op-inspct,10th,6,Never-married,White,Male
27,Craft-repair,5th-6th,3,Never-married,White,Male
45,Other-service,9th,5,Married-civ-spouse,White,Male
43,Sales,HS-grad,9,Married-civ-spouse,White,Male
67,Sales,Some-college,10,Married-civ-spouse,White,Male
42,Adm-clerical,HS-grad,9,Divorced,White,Male
23,Sales,Some-college,10,Never-married,White,Male
26,Handlers-cleaners,HS-grad,9,Never-married,White,Male
40,Sales,Bachelors,13,Never-married,White,Male
17,Other-service,12th,8,Never-married,White,Male
25,Machine-op-inspct,Bachelors,13,Never-married,White,Female
17,Sales,11th,7,Never-married,White,Female
28,Craft-repair,Some-college,10,Divorced,White,Male
41,Exec-managerial,7th-8th,4,Married-civ-spouse,White,Male
73,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
57,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
22,Adm-clerical,Assoc-acdm,12,Never-married,Black,Female
24,Priv-house-serv,7th-8th,4,Never-married,White,Female
33,Craft-repair,10th,6,Married-civ-spouse,White,Male
59,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
50,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
51,Sales,Some-college,10,Married-civ-spouse,White,Male
20,Adm-clerical,Some-college,10,Never-married,White,Female
34,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
33,Adm-clerical,Some-college,10,Divorced,Asian-Pac-Islander,Female
46,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
44,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
25,Tech-support,Assoc-acdm,12,Never-married,White,Female
30,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
21,Other-service,HS-grad,9,Never-married,White,Female
42,Transport-moving,Some-college,10,Married-civ-spouse,Black,Male
57,Craft-repair,Some-college,10,Never-married,White,Male
72,Machine-op-inspct,7th-8th,4,Widowed,White,Female
31,Handlers-cleaners,Assoc-voc,11,Married-civ-spouse,White,Male
41,Exec-managerial,11th,7,Divorced,White,Female
41,Adm-clerical,Assoc-voc,11,Divorced,White,Female
29,Adm-clerical,Bachelors,13,Never-married,Black,Female
22,Tech-support,Some-college,10,Never-married,White,Female
30,Sales,Bachelors,13,Never-married,White,Male
42,Protective-serv,Some-college,10,Married-civ-spouse,Other,Male
29,Machine-op-inspct,HS-grad,9,Never-married,Other,Male
22,Exec-managerial,Bachelors,13,Never-married,White,Female
33,Other-service,HS-grad,9,Never-married,Black,Male
53,Sales,HS-grad,9,Married-civ-spouse,White,Male
31,Adm-clerical,Some-college,10,Never-married,White,Male
45,Farming-fishing,Bachelors,13,Married-civ-spouse,White,Male
37,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
36,Handlers-cleaners,HS-grad,9,Separated,White,Female
36,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
33,Tech-support,Some-college,10,Never-married,White,Male
25,Tech-support,Assoc-acdm,12,Divorced,White,Female
60,Transport-moving,Assoc-voc,11,Married-civ-spouse,White,Female
36,Prof-specialty,Bachelors,13,Separated,White,Male
60,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
44,Other-service,1st-4th,2,Never-married,White,Male
20,Other-service,Some-college,10,Never-married,White,Male
47,Adm-clerical,Some-college,10,Never-married,White,Female
39,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Male
45,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
25,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
26,Protective-serv,Bachelors,13,Never-married,White,Male
54,Transport-moving,Assoc-voc,11,Married-civ-spouse,White,Male
27,Sales,Bachelors,13,Never-married,White,Male
25,Machine-op-inspct,HS-grad,9,Never-married,White,Female
35,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
23,Craft-repair,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male
30,Farming-fishing,11th,7,Married-civ-spouse,White,Male
46,Prof-specialty,Bachelors,13,Divorced,White,Male
47,Other-service,HS-grad,9,Married-civ-spouse,White,Male
34,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
44,Transport-moving,7th-8th,4,Married-civ-spouse,White,Male
26,Craft-repair,Assoc-voc,11,Never-married,White,Male
34,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
30,Craft-repair,Some-college,10,Never-married,Black,Male
31,Sales,12th,8,Married-civ-spouse,Asian-Pac-Islander,Female
35,Sales,HS-grad,9,Never-married,White,Male
49,Other-service,10th,6,Never-married,White,Female
48,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
37,Craft-repair,Some-college,10,Never-married,White,Male
67,Other-service,Bachelors,13,Widowed,White,Female
30,Sales,Some-college,10,Married-civ-spouse,White,Male
25,Handlers-cleaners,HS-grad,9,Never-married,White,Male
25,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
43,Other-service,Some-college,10,Married-civ-spouse,White,Male
18,Machine-op-inspct,10th,6,Never-married,White,Male
42,Adm-clerical,HS-grad,9,Divorced,White,Female
56,Prof-specialty,Bachelors,13,Married-spouse-absent,White,Female
61,Tech-support,7th-8th,4,Married-civ-spouse,White,Male
39,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Female
31,Craft-repair,Some-college,10,Never-married,White,Male
43,Other-service,Some-college,10,Divorced,White,Male
52,Machine-op-inspct,HS-grad,9,Divorced,White,Female
48,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
39,Transport-moving,Masters,14,Married-civ-spouse,White,Male
23,Machine-op-inspct,Some-college,10,Never-married,White,Male
28,Machine-op-inspct,10th,6,Never-married,Black,Male
67,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
61,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
29,Craft-repair,Assoc-voc,11,Never-married,White,Male
81,Prof-specialty,Some-college,10,Widowed,White,Female
34,Prof-specialty,Some-college,10,Never-married,White,Female
30,Sales,HS-grad,9,Divorced,White,Female
31,Sales,HS-grad,9,Never-married,White,Female
37,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
53,Sales,HS-grad,9,Married-civ-spouse,White,Male
39,Sales,Some-college,10,Married-civ-spouse,White,Male
22,Farming-fishing,Some-college,10,Never-married,White,Male
20,Machine-op-inspct,Some-college,10,Never-married,Black,Male
30,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
65,Farming-fishing,5th-6th,3,Married-civ-spouse,White,Male
37,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
60,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
42,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
37,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
63,Sales,Bachelors,13,Married-civ-spouse,White,Male
49,Other-service,5th-6th,3,Married-civ-spouse,White,Male
18,Adm-clerical,12th,8,Never-married,White,Female
32,Exec-managerial,Bachelors,13,Divorced,White,Female
61,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
40,Adm-clerical,HS-grad,9,Never-married,White,Female
35,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
27,Craft-repair,HS-grad,9,Divorced,White,Male
24,Craft-repair,9th,5,Never-married,White,Female
26,Other-service,Assoc-acdm,12,Never-married,White,Male
24,Adm-clerical,Assoc-voc,11,Never-married,White,Male
66,Protective-serv,10th,6,Married-civ-spouse,White,Male
58,Sales,Bachelors,13,Married-civ-spouse,White,Male
40,Tech-support,Assoc-acdm,12,Married-civ-spouse,White,Male
49,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
28,Sales,HS-grad,9,Married-civ-spouse,White,Male
26,Adm-clerical,Some-college,10,Divorced,White,Female
42,Tech-support,Bachelors,13,Married-spouse-absent,Asian-Pac-Islander,Female
43,Craft-repair,Masters,14,Married-civ-spouse,White,Male
32,Other-service,HS-grad,9,Never-married,White,Female
34,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
45,Tech-support,HS-grad,9,Separated,White,Female
26,Adm-clerical,Some-college,10,Never-married,White,Female
38,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
37,Other-service,Some-college,10,Married-civ-spouse,White,Male
63,Sales,7th-8th,4,Divorced,White,Female
43,Other-service,Bachelors,13,Married-civ-spouse,White,Female
22,Adm-clerical,Some-college,10,Never-married,White,Male
17,Adm-clerical,11th,7,Never-married,White,Male
20,Other-service,HS-grad,9,Never-married,White,Male
34,Priv-house-serv,HS-grad,9,Divorced,Black,Female
23,Machine-op-inspct,Some-college,10,Married-civ-spouse,Amer-Indian-Eskimo,Male
20,Adm-clerical,Some-college,10,Never-married,Black,Female
40,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
29,Farming-fishing,Some-college,10,Married-civ-spouse,White,Male
27,Craft-repair,9th,5,Married-civ-spouse,White,Male
52,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
54,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
45,Sales,Some-college,10,Never-married,White,Male
30,Sales,HS-grad,9,Married-civ-spouse,White,Male
19,Craft-repair,HS-grad,9,Never-married,White,Female
40,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
50,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
47,Transport-moving,HS-grad,9,Never-married,White,Male
50,Sales,Doctorate,16,Divorced,White,Male
26,Sales,Bachelors,13,Married-civ-spouse,White,Male
26,Exec-managerial,Bachelors,13,Never-married,Asian-Pac-Islander,Male
36,Protective-serv,Bachelors,13,Never-married,Black,Female
73,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
28,Other-service,HS-grad,9,Never-married,White,Male
48,Exec-managerial,HS-grad,9,Divorced,White,Female
44,Transport-moving,12th,8,Divorced,Black,Male
20,Farming-fishing,Some-college,10,Never-married,White,Male
40,Adm-clerical,HS-grad,9,Divorced,White,Female
60,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
32,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
31,Transport-moving,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
59,Other-service,HS-grad,9,Divorced,White,Female
39,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
28,Adm-clerical,Some-college,10,Married-spouse-absent,White,Female
50,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Female
64,Adm-clerical,Some-college,10,Never-married,White,Female
19,Other-service,Some-college,10,Never-married,White,Male
26,Prof-specialty,Bachelors,13,Never-married,White,Male
56,Prof-specialty,HS-grad,9,Divorced,White,Female
52,Exec-managerial,Some-college,10,Separated,White,Female
55,Prof-specialty,Masters,14,Never-married,Asian-Pac-Islander,Female
43,Adm-clerical,Some-college,10,Divorced,White,Female
22,Other-service,Some-college,10,Never-married,Black,Female
30,Adm-clerical,Assoc-acdm,12,Married-civ-spouse,Black,Female
64,Sales,Some-college,10,Married-civ-spouse,White,Male
41,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Female
20,Prof-specialty,Some-college,10,Never-married,White,Male
47,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
32,Transport-moving,Assoc-voc,11,Married-civ-spouse,White,Male
60,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
47,Prof-specialty,Masters,14,Married-civ-spouse,White,Female
43,Exec-managerial,Masters,14,Never-married,White,Female
61,Machine-op-inspct,10th,6,Married-civ-spouse,White,Male
27,Prof-specialty,Prof-school,15,Never-married,White,Female
35,Other-service,12th,8,Separated,White,Female
39,Machine-op-inspct,Some-college,10,Never-married,Asian-Pac-Islander,Male
32,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
41,Craft-repair,Assoc-voc,11,Married-civ-spouse,White,Male
42,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
58,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
57,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
50,Sales,HS-grad,9,Married-civ-spouse,White,Male
20,Protective-serv,Some-college,10,Never-married,White,Male
17,Sales,10th,6,Never-married,White,Male
52,Exec-managerial,Some-college,10,Divorced,White,Female
21,Other-service,HS-grad,9,Separated,White,Female
26,Machine-op-inspct,Some-college,10,Never-married,Asian-Pac-Islander,Male
59,Protective-serv,HS-grad,9,Separated,Black,Female
61,Exec-managerial,Bachelors,13,Divorced,White,Female
22,Other-service,HS-grad,9,Never-married,Black,Male
33,Handlers-cleaners,10th,6,Separated,White,Male
57,Handlers-cleaners,1st-4th,2,Married-civ-spouse,White,Male
47,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
42,Sales,HS-grad,9,Married-civ-spouse,White,Male
65,Craft-repair,10th,6,Married-civ-spouse,White,Male
24,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
22,Other-service,Assoc-voc,11,Married-civ-spouse,White,Male
35,Sales,Masters,14,Married-civ-spouse,White,Male
60,Sales,Some-college,10,Widowed,White,Female
34,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
42,Adm-clerical,Some-college,10,Separated,White,Female
39,Adm-clerical,HS-grad,9,Divorced,White,Female
45,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
24,Exec-managerial,Bachelors,13,Never-married,White,Male
46,Sales,Assoc-acdm,12,Divorced,White,Female
51,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
74,Other-service,HS-grad,9,Married-civ-spouse,White,Male
23,Tech-support,Assoc-voc,11,Divorced,White,Male
46,Other-service,Bachelors,13,Never-married,White,Male
29,Prof-specialty,Some-college,10,Divorced,White,Female
42,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
17,Priv-house-serv,11th,7,Never-married,White,Female
31,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
25,Handlers-cleaners,HS-grad,9,Never-married,White,Male
44,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
52,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
46,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
43,Other-service,Masters,14,Divorced,White,Female
31,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
55,Adm-clerical,HS-grad,9,Widowed,White,Female
69,Exec-managerial,Bachelors,13,Widowed,White,Female
27,Sales,HS-grad,9,Never-married,Black,Male
61,Other-service,7th-8th,4,Divorced,White,Male
47,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
42,Machine-op-inspct,Some-college,10,Divorced,White,Male
44,Transport-moving,Some-college,10,Married-civ-spouse,White,Male
58,Adm-clerical,HS-grad,9,Divorced,White,Female
28,Transport-moving,HS-grad,9,Never-married,Other,Male
23,Machine-op-inspct,Bachelors,13,Never-married,White,Male
46,Craft-repair,Assoc-acdm,12,Married-civ-spouse,White,Male
38,Craft-repair,HS-grad,9,Divorced,White,Male
56,Prof-specialty,12th,8,Married-civ-spouse,White,Male
38,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Female
43,Farming-fishing,Bachelors,13,Married-civ-spouse,White,Male
63,Prof-specialty,Preschool,1,Married-civ-spouse,Other,Male
52,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
44,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
44,Exec-managerial,Some-college,10,Divorced,White,Female
34,Handlers-cleaners,HS-grad,9,Divorced,Black,Male
58,Sales,HS-grad,9,Married-civ-spouse,White,Male
29,Farming-fishing,HS-grad,9,Never-married,White,Male
36,Adm-clerical,Some-college,10,Divorced,White,Female
45,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
24,Adm-clerical,HS-grad,9,Never-married,White,Female
43,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
36,Exec-managerial,Bachelors,13,Never-married,White,Male
31,Prof-specialty,Bachelors,13,Never-married,Black,Female
29,Adm-clerical,HS-grad,9,Divorced,White,Female
51,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
39,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
21,Transport-moving,HS-grad,9,Never-married,White,Male
33,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Male
51,Other-service,HS-grad,9,Widowed,White,Female
46,Transport-moving,Assoc-voc,11,Married-civ-spouse,Amer-Indian-Eskimo,Male
25,Protective-serv,Some-college,10,Married-civ-spouse,Black,Male
60,Craft-repair,9th,5,Married-civ-spouse,White,Male
35,Craft-repair,HS-grad,9,Divorced,White,Male
64,Sales,HS-grad,9,Married-civ-spouse,White,Male
22,Farming-fishing,Some-college,10,Never-married,White,Male
35,Other-service,HS-grad,9,Separated,Black,Male
39,Craft-repair,Bachelors,13,Married-spouse-absent,White,Male
38,Prof-specialty,Bachelors,13,Married-civ-spouse,Black,Female
40,Adm-clerical,Assoc-voc,11,Divorced,White,Female
56,Machine-op-inspct,11th,7,Divorced,White,Female
62,Other-service,HS-grad,9,Divorced,White,Female
41,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
23,Craft-repair,HS-grad,9,Never-married,White,Male
40,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
90,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
38,Prof-specialty,Prof-school,15,Separated,White,Male
44,Machine-op-inspct,10th,6,Married-civ-spouse,White,Male
51,Craft-repair,HS-grad,9,Married-spouse-absent,White,Male
45,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
60,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
66,Prof-specialty,HS-grad,9,Widowed,Black,Female
34,Craft-repair,HS-grad,9,Divorced,White,Male
56,Adm-clerical,7th-8th,4,Never-married,White,Male
40,Tech-support,HS-grad,9,Divorced,White,Female
19,Machine-op-inspct,Some-college,10,Never-married,White,Female
54,Prof-specialty,Masters,14,Divorced,White,Female
54,Tech-support,Some-college,10,Married-civ-spouse,White,Male
21,Adm-clerical,Some-college,10,Never-married,White,Female
62,Sales,HS-grad,9,Married-civ-spouse,White,Male
27,Priv-house-serv,9th,5,Never-married,White,Female
67,Handlers-cleaners,7th-8th,4,Divorced,White,Male
45,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
25,Machine-op-inspct,HS-grad,9,Never-married,White,Male
25,Craft-repair,11th,7,Married-civ-spouse,White,Male
74,Exec-managerial,Some-college,10,Widowed,White,Male
19,Craft-repair,HS-grad,9,Never-married,White,Male
32,Prof-specialty,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male
45,Adm-clerical,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Female
23,Adm-clerical,Some-college,10,Never-married,White,Female
38,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
19,Sales,Some-college,10,Never-married,White,Female
54,Adm-clerical,Some-college,10,Divorced,White,Female
28,Other-service,Some-college,10,Separated,White,Female
65,Machine-op-inspct,7th-8th,4,Married-civ-spouse,White,Male
24,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
21,Adm-clerical,Some-college,10,Never-married,White,Male
21,Adm-clerical,Some-college,10,Never-married,White,Male
57,Other-service,HS-grad,9,Never-married,Black,Male
50,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
62,Machine-op-inspct,Masters,14,Married-civ-spouse,White,Male
64,Transport-moving,11th,7,Married-civ-spouse,White,Male
29,Sales,9th,5,Never-married,White,Female
46,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
56,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
54,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
45,Craft-repair,Some-college,10,Never-married,White,Female
46,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
19,Sales,Some-college,10,Never-married,Asian-Pac-Islander,Female
33,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
63,Exec-managerial,Doctorate,16,Married-civ-spouse,White,Male
45,Adm-clerical,Some-college,10,Married-civ-spouse,White,Male
47,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
39,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
27,Machine-op-inspct,Some-college,10,Never-married,White,Female
36,Exec-managerial,Some-college,10,Never-married,White,Male
35,Sales,Bachelors,13,Married-civ-spouse,White,Male
30,Other-service,Masters,14,Married-civ-spouse,White,Male
37,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
70,Other-service,HS-grad,9,Divorced,White,Female
32,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
23,Other-service,Preschool,1,Never-married,Asian-Pac-Islander,Female
20,Other-service,Some-college,10,Never-married,White,Female
38,Adm-clerical,HS-grad,9,Divorced,White,Female
43,Farming-fishing,HS-grad,9,Married-spouse-absent,Black,Male
20,Other-service,HS-grad,9,Never-married,White,Female
37,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
49,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
39,Adm-clerical,Assoc-voc,11,Divorced,White,Female
48,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
54,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
42,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
29,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
38,Sales,Bachelors,13,Married-civ-spouse,White,Male
24,Other-service,10th,6,Never-married,White,Male
21,Prof-specialty,HS-grad,9,Never-married,White,Female
58,Transport-moving,10th,6,Married-civ-spouse,White,Male
