,age,education,race,sex
31030,90,HS-grad,White,Male
31031,53,Assoc-voc,White,Female
31032,22,Some-college,White,Male
31033,55,HS-grad,Black,Male
31034,34,Doctorate,White,Female
31035,28,Some-college,White,Male
31036,22,Some-college,White,Female
31037,36,HS-grad,Black,Female
31038,33,Bachelors,Black,Female
31039,17,10th,White,Female
31040,38,11th,White,Male
31041,60,Assoc-voc,White,Male
31042,34,Bachelors,White,Male
31043,72,HS-grad,White,Male
31044,57,5th-6th,White,Male
31045,39,HS-grad,White,Male
31046,50,Bachelors,White,Male
31047,45,Bachelors,Asian-Pac-Islander,Male
31048,37,Bachelors,White,Male
31049,27,Some-college,White,Male
31050,43,Bachelors,White,Female
31051,41,Some-college,Black,Female
31052,20,Masters,White,Male
31053,44,Masters,White,Female
31054,50,Assoc-voc,White,Male
31055,54,HS-grad,White,Female
31056,31,Bachelors,White,Female
31057,33,Some-college,White,Female
31058,22,9th,White,Male
31059,46,Some-college,White,Male
31060,30,Bachelors,Asian-Pac-Islander,Female
31061,22,Some-college,Asian-Pac-Islander,Male
31062,59,HS-grad,White,Male
31063,57,Some-college,White,Male
31064,26,HS-grad,White,Male
31065,52,Assoc-acdm,White,Male
31066,55,Masters,White,Female
31067,47,Bachelors,White,Male
31068,19,HS-grad,White,Male
31069,26,HS-grad,White,Male
31070,44,Assoc-acdm,White,Female
31071,42,Masters,White,Male
31072,39,Some-college,White,Male
31073,17,11th,White,Female
31074,26,HS-grad,White,Female
31075,26,Masters,White,Male
31076,50,Masters,White,Male
31077,46,Masters,White,Male
31078,18,Some-college,White,Male
31079,26,Bachelors,Asian-Pac-Islander,Male
31080,32,Bachelors,White,Male
31081,50,5th-6th,White,Female
31082,47,Some-college,White,Male
31083,52,HS-grad,White,Female
31084,25,Some-college,White,Male
31085,42,11th,White,Male
31086,53,HS-grad,White,Male
31087,30,HS-grad,Amer-Indian-Eskimo,Female
31088,23,1st-4th,White,Male
31089,23,Bachelors,White,Male
31090,32,Some-college,White,Male
31091,29,HS-grad,White,Male
31092,40,Assoc-acdm,White,Male
31093,45,Masters,White,Male
31094,17,10th,Black,Female
31095,55,Bachelors,White,Male
31096,59,Masters,White,Male
31097,56,Assoc-voc,White,Male
31098,23,12th,White,Male
31099,37,HS-grad,White,Male
31100,25,HS-grad,White,Male
31101,22,Some-college,White,Male
31102,27,9th,White,Female
31103,21,HS-grad,White,Female
31104,47,HS-grad,White,Male
31105,38,Some-college,White,Male
31106,62,Masters,White,Female
31107,27,Some-college,White,Male
31108,25,Assoc-voc,White,Male
31109,27,HS-grad,Black,Female
31110,40,Some-college,White,Female
31111,22,Some-college,Black,Male
31112,33,HS-grad,White,Male
31113,28,Assoc-voc,White,Female
31114,28,HS-grad,White,Male
31115,29,HS-grad,White,Male
31116,46,9th,White,Female
31117,30,HS-grad,White,Male
31118,65,HS-grad,White,Male
31119,28,Some-college,Black,Male
31120,39,Bachelors,White,Male
31121,35,Some-college,White,Male
31122,50,Some-college,White,Female
31123,25,10th,Black,Male
31124,63,9th,White,Female
31125,56,Assoc-voc,White,Male
31126,46,Some-college,White,Male
31127,19,Some-college,White,Female
31128,56,Masters,White,Male
31129,31,HS-grad,White,Female
31130,51,Masters,White,Male
31131,17,11th,White,Male
31132,27,Some-college,Asian-Pac-Islander,Female
31133,30,Some-college,White,Male
31134,18,Some-college,White,Female
31135,41,Some-college,White,Male
31136,40,Masters,White,Female
31137,35,Bachelors,White,Male
31138,29,HS-grad,White,Female
31139,27,Bachelors,White,Male
31140,25,10th,White,Male
31141,53,1st-4th,Black,Female
31142,53,Bachelors,White,Male
31143,26,HS-grad,White,Male
31144,41,Bachelors,White,Male
31145,28,HS-grad,White,Male
31146,48,Masters,White,Male
31147,22,Bachelors,White,Male
31148,40,Prof-school,White,Male
31149,52,Bachelors,White,Male
31150,53,Masters,Black,Female
31151,40,Some-college,White,Male
31152,57,Assoc-acdm,White,Male
31153,53,Assoc-voc,White,Male
31154,23,Some-college,White,Female
31155,31,Some-college,White,Male
31156,20,9th,White,Male
31157,25,Prof-school,White,Female
31158,37,Some-college,Black,Female
31159,50,HS-grad,White,Male
31160,34,HS-grad,White,Male
31161,37,Bachelors,White,Male
31162,52,Bachelors,White,Male
31163,29,Assoc-voc,White,Male
31164,49,Some-college,White,Male
31165,31,Some-college,White,Female
31166,47,HS-grad,White,Male
31167,51,HS-grad,White,Male
31168,27,HS-grad,White,Female
31169,23,Bachelors,White,Male
31170,55,HS-grad,White,Male
31171,28,Some-college,White,Male
31172,31,Bachelors,White,Female
31173,30,HS-grad,Black,Male
31174,23,Bachelors,White,Male
31175,19,HS-grad,White,Male
31176,22,Some-college,White,Male
31177,50,HS-grad,White,Female
31178,64,HS-grad,White,Male
31179,21,HS-grad,White,Male
31180,75,Some-college,White,Male
31181,29,HS-grad,Asian-Pac-Islander,Male
31182,47,Some-college,White,Male
31183,20,HS-grad,White,Male
31184,33,HS-grad,White,Male
31185,45,Doctorate,Asian-Pac-Islander,Male
31186,41,Assoc-voc,White,Female
31187,23,HS-grad,White,Male
31188,38,Bachelors,White,Male
31189,67,Some-college,White,Male
31190,21,Some-college,White,Male
31191,38,Some-college,White,Male
31192,31,HS-grad,White,Male
31193,19,Some-college,White,Female
31194,59,Some-college,White,Male
31195,36,HS-grad,White,Male
31196,50,Some-college,White,Male
31197,60,10th,White,Male
31198,30,Masters,White,Male
31199,28,Bachelors,White,Male
31200,36,Some-college,White,Male
31201,21,Some-college,White,Female
31202,27,HS-grad,White,Male
31203,18,12th,White,Female
31204,44,Some-college,White,Male
31205,56,7th-8th,Black,Male
31206,51,Bachelors,Black,Male
31207,48,Bachelors,White,Male
31208,31,Assoc-voc,White,Male
31209,35,Assoc-voc,White,Male
31210,35,HS-grad,White,Male
31211,36,Some-college,White,Male
31212,47,Assoc-acdm,White,Male
31213,23,Some-college,White,Male
31214,21,Some-college,Black,Female
31215,49,Some-college,Black,Female
31216,51,Prof-school,White,Male
31217,46,Assoc-voc,White,Male
31218,31,HS-grad,White,Male
31219,27,HS-grad,White,Male
31220,56,Assoc-acdm,White,Male
31221,48,Some-college,White,Male
31222,30,Some-college,Black,Female
31223,29,Bachelors,White,Male
31224,50,Masters,White,Female
31225,18,HS-grad,Black,Male
31226,37,HS-grad,White,Male
31227,51,HS-grad,White,Male
31228,31,HS-grad,White,Male
31229,29,Assoc-voc,Black,Male
31230,39,10th,White,Male
31231,48,Some-college,Black,Male
31232,44,Bachelors,White,Male
31233,39,10th,White,Male
31234,22,11th,White,Male
31235,27,Some-college,White,Female
31236,42,9th,White,Male
31237,18,HS-grad,White,Female
31238,27,Some-college,White,Female
31239,51,10th,Black,Female
31240,27,Some-college,White,Male
31241,60,11th,White,Male
31242,36,1st-4th,White,Male
31243,45,Bachelors,Asian-Pac-Islander,Male
31244,40,HS-grad,White,Male
31245,63,Some-college,White,Male
31246,41,HS-grad,Black,Male
31247,53,12th,White,Female
31248,34,HS-grad,White,Female
31249,34,Some-college,White,Male
31250,31,Bachelors,White,Female
31251,22,Assoc-acdm,White,Female
31252,49,Some-college,White,Male
31253,43,HS-grad,White,Male
31254,36,Prof-school,White,Male
31255,27,Bachelors,White,Male
31256,52,HS-grad,White,Male
31257,29,HS-grad,Black,Male
31258,27,10th,White,Male
31259,42,HS-grad,White,Female
31260,49,Bachelors,White,Female
31261,24,Some-college,White,Male
31262,22,HS-grad,White,Male
31263,30,Bachelors,White,Male
31264,28,Some-college,White,Male
31265,20,Assoc-voc,White,Male
31266,45,Prof-school,White,Male
31267,39,HS-grad,White,Female
31268,43,Prof-school,White,Male
31269,18,HS-grad,White,Female
31270,53,HS-grad,White,Male
31271,74,Some-college,White,Male
31272,39,Bachelors,Asian-Pac-Islander,Male
31273,33,10th,White,Male
31274,49,HS-grad,White,Male
31275,21,10th,White,Male
31276,65,Some-college,White,Male
31277,39,HS-grad,White,Male
31278,49,Assoc-voc,White,Male
31279,20,Some-college,White,Female
31280,47,Bachelors,White,Male
31281,46,HS-grad,White,Male
31282,29,Assoc-voc,Asian-Pac-Islander,Male
31283,61,HS-grad,White,Female
31284,48,Some-college,White,Female
31285,44,9th,White,Male
31286,37,Bachelors,White,Male
31287,45,Some-college,White,Male
31288,51,Bachelors,White,Male
31289,33,Bachelors,White,Female
31290,55,Bachelors,White,Female
31291,25,Some-college,White,Female
31292,26,HS-grad,Asian-Pac-Islander,Male
31293,54,HS-grad,White,Male
31294,38,HS-grad,White,Female
31295,39,Masters,White,Female
31296,20,Some-college,White,Male
31297,30,HS-grad,White,Female
31298,29,HS-grad,Other,Male
31299,42,HS-grad,White,Female
31300,24,Assoc-acdm,White,Male
31301,36,HS-grad,White,Male
31302,60,Masters,Asian-Pac-Islander,Male
31303,42,HS-grad,White,Male
31304,42,10th,White,Male
31305,46,HS-grad,White,Female
31306,52,Masters,White,Female
31307,27,Assoc-voc,White,Male
31308,43,Some-college,Black,Female
31309,43,Bachelors,White,Female
31310,27,11th,White,Male
31311,52,Masters,White,Male
31312,31,Some-college,White,Male
31313,38,7th-8th,Black,Female
31314,44,9th,Black,Female
31315,27,Some-college,White,Female
31316,50,Some-college,White,Male
31317,23,Some-college,White,Female
31318,22,Some-college,Black,Female
31319,36,Some-college,White,Female
31320,24,Bachelors,White,Female
31321,59,Some-college,White,Male
31322,39,Assoc-voc,White,Male
31323,23,Bachelors,White,Male
31324,37,Bachelors,White,Female
31325,25,Assoc-acdm,Black,Female
31326,40,HS-grad,White,Female
31327,38,Bachelors,Asian-Pac-Islander,Male
31328,31,HS-grad,White,Male
31329,28,Doctorate,White,Female
31330,24,HS-grad,Black,Male
31331,46,Assoc-acdm,White,Male
31332,29,HS-grad,Asian-Pac-Islander,Female
31333,38,Prof-school,White,Male
31334,53,Some-college,Black,Female
31335,33,HS-grad,White,Female
31336,39,Bachelors,Black,Male
31337,44,HS-grad,White,Male
31338,46,Bachelors,White,Male
31339,30,Bachelors,White,Male
31340,24,Some-college,White,Male
31341,29,HS-grad,White,Female
31342,62,Some-college,White,Male
31343,25,HS-grad,White,Male
31344,45,Some-college,White,Male
31345,21,Some-college,White,Male
31346,64,Some-college,White,Male
31347,39,Bachelors,White,Male
31348,60,HS-grad,White,Male
31349,35,HS-grad,White,Male
31350,27,Bachelors,White,Male
31351,41,HS-grad,White,Male
31352,32,Masters,White,Male
31353,24,HS-grad,White,Male
31354,32,Bachelors,White,Male
31355,42,Some-college,White,Male
31356,58,Masters,White,Female
31357,23,Masters,Asian-Pac-Islander,Male
31358,31,HS-grad,Amer-Indian-Eskimo,Male
31359,28,Bachelors,Black,Female
31360,41,Some-college,Black,Female
31361,37,Bachelors,White,Female
31362,19,HS-grad,White,Male
31363,27,Bachelors,White,Female
31364,61,9th,White,Male
31365,39,Bachelors,White,Male
31366,25,Bachelors,Black,Male
31367,58,Some-college,White,Male
31368,27,Some-college,Other,Male
31369,51,5th-6th,Black,Male
31370,43,Masters,White,Male
31371,46,HS-grad,White,Female
31372,67,5th-6th,White,Male
31373,50,HS-grad,White,Male
31374,20,HS-grad,White,Male
31375,35,Bachelors,White,Female
31376,57,1st-4th,White,Male
31377,40,Prof-school,Asian-Pac-Islander,Female
31378,42,10th,White,Male
31379,67,10th,White,Male
31380,47,Bachelors,White,Male
31381,30,HS-grad,White,Male
31382,26,11th,White,Female
31383,51,HS-grad,White,Male
31384,38,Some-college,Black,Female
31385,24,HS-grad,White,Male
31386,48,HS-grad,White,Female
31387,34,Bachelors,White,Female
31388,70,Bachelors,White,Male
31389,35,HS-grad,White,Male
31390,61,Masters,White,Male
31391,26,Some-college,White,Male
31392,64,HS-grad,White,Male
31393,26,HS-grad,White,Female
31394,39,HS-grad,White,Male
31395,55,Some-college,White,Female
31396,23,Some-college,White,Male
31397,33,HS-grad,White,Male
31398,31,Bachelors,White,Male
31399,28,HS-grad,White,Male
31400,50,Masters,White,Male
31401,26,Bachelors,White,Female
31402,44,Assoc-acdm,Black,Female
31403,51,HS-grad,White,Male
31404,34,HS-grad,White,Male
31405,37,Bachelors,White,Male
31406,29,Prof-school,White,Male
31407,24,Bachelors,Black,Male
31408,27,Assoc-voc,White,Female
31409,44,Some-college,White,Male
31410,24,HS-grad,White,Male
31411,54,HS-grad,White,Male
31412,47,Some-college,White,Female
31413,30,HS-grad,White,Male
31414,35,Some-college,White,Female
31415,39,Some-college,Black,Male
31416,42,Assoc-acdm,Black,Female
31417,70,Bachelors,White,Male
31418,41,Prof-school,Asian-Pac-Islander,Male
31419,36,HS-grad,White,Female
31420,44,Masters,White,Male
31421,42,HS-grad,White,Male
31422,20,Some-college,White,Female
31423,29,10th,White,Male
31424,27,HS-grad,White,Female
31425,30,Masters,Asian-Pac-Islander,Male
31426,59,Some-college,White,Male
31427,31,Bachelors,White,Female
31428,21,HS-grad,White,Male
31429,26,Some-college,Asian-Pac-Islander,Male
31430,57,HS-grad,White,Male
31431,59,Some-college,White,Male
31432,87,HS-grad,White,Male
31433,25,Some-college,White,Male
31434,39,Masters,White,Male
31435,53,Masters,White,Male
31436,32,HS-grad,White,Female
31437,38,11th,White,Male
31438,21,Assoc-voc,Black,Female
31439,17,11th,White,Male
31440,44,11th,Black,Female
31441,23,Some-college,White,Male
31442,57,Some-college,White,Female
31443,30,11th,White,Male
31444,51,HS-grad,White,Male
31445,54,HS-grad,White,Male
31446,44,Some-college,White,Female
31447,60,Some-college,White,Male
31448,28,Bachelors,White,Male
31449,39,HS-grad,White,Male
31450,55,Masters,White,Male
31451,36,Masters,White,Female
31452,55,Masters,White,Female
31453,33,HS-grad,White,Male
31454,30,HS-grad,White,Female
31455,40,Bachelors,White,Male
31456,30,Masters,White,Male
31457,40,Some-college,White,Male
31458,24,HS-grad,White,Female
31459,18,11th,White,Male
31460,18,HS-grad,White,Female
31461,49,HS-grad,White,Male
31462,42,HS-grad,White,Male
31463,28,HS-grad,White,Male
31464,32,Assoc-acdm,White,Male
31465,48,Some-college,White,Female
31466,24,7th-8th,White,Female
31467,73,HS-grad,White,Female
31468,35,Masters,Black,Male
31469,23,Some-college,White,Male
31470,19,Some-college,White,Female
31471,27,HS-grad,White,Male
31472,27,12th,White,Male
31473,41,Prof-school,White,Male
31474,31,HS-grad,White,Male
31475,64,HS-grad,White,Male
31476,45,12th,White,Male
31477,47,HS-grad,White,Female
31478,22,HS-grad,White,Male
31479,24,Bachelors,Black,Female
31480,69,HS-grad,White,Male
31481,40,Assoc-voc,White,Male
31482,45,HS-grad,White,Male
31483,47,Assoc-acdm,White,Male
31484,31,HS-grad,White,Female
31485,48,Assoc-acdm,White,Female
31486,41,Bachelors,Black,Female
31487,34,Bachelors,White,Male
31488,48,Some-college,White,Male
31489,28,Assoc-voc,White,Female
31490,20,Assoc-acdm,White,Female
31491,39,Bachelors,Asian-Pac-Islander,Male
31492,40,Some-college,Black,Female
31493,28,10th,White,Male
31494,20,Some-college,White,Female
31495,41,Bachelors,Black,Male
31496,49,Some-college,White,Male
31497,24,HS-grad,White,Male
31498,35,HS-grad,White,Male
31499,22,Some-college,White,Male
31500,23,Bachelors,White,Female
31501,23,HS-grad,White,Female
31502,42,Assoc-voc,White,Male
31503,34,Some-college,White,Male
31504,32,Assoc-voc,Black,Male
31505,54,HS-grad,White,Male
31506,48,Bachelors,Asian-Pac-Islander,Female
31507,38,Bachelors,White,Male
31508,48,Bachelors,White,Female
31509,22,5th-6th,White,Male
31510,42,Bachelors,White,Male
31511,31,Doctorate,Asian-Pac-Islander,Male
31512,27,HS-grad,White,Female
31513,57,Masters,White,Male
31514,46,Assoc-voc,White,Female
31515,44,Assoc-voc,White,Male
31516,42,Some-college,White,Male
31517,24,Bachelors,White,Male
31518,38,1st-4th,White,Male
31519,29,Bachelors,White,Male
31520,38,HS-grad,White,Male
31521,33,Some-college,White,Female
31522,61,HS-grad,White,Female
31523,49,Assoc-voc,White,Male
31524,51,Assoc-acdm,White,Male
31525,42,HS-grad,Black,Female
31526,21,HS-grad,White,Male
31527,29,HS-grad,White,Male
31528,54,Some-college,White,Male
31529,23,Some-college,White,Female
31530,52,10th,White,Male
31531,28,Masters,White,Female
31532,23,Some-college,White,Male
31533,43,HS-grad,White,Male
31534,45,Some-college,White,Male
31535,51,7th-8th,White,Male
31536,29,HS-grad,Black,Female
31537,23,Some-college,Asian-Pac-Islander,Female
31538,73,Bachelors,White,Male
31539,47,11th,White,Female
31540,61,HS-grad,White,Male
31541,26,Assoc-voc,Black,Female
31542,40,HS-grad,White,Male
31543,32,Bachelors,White,Male
31544,39,10th,Black,Female
31545,33,Bachelors,White,Female
31546,35,HS-grad,White,Male
31547,42,HS-grad,White,Male
31548,46,Some-college,White,Male
31549,33,HS-grad,White,Male
31550,47,5th-6th,White,Male
31551,33,Bachelors,White,Male
31552,26,HS-grad,White,Female
31553,42,Some-college,Black,Female
31554,28,Bachelors,White,Male
31555,29,5th-6th,White,Male
31556,18,12th,White,Female
31557,33,Some-college,White,Male
31558,36,Bachelors,White,Female
31559,33,HS-grad,White,Male
31560,40,HS-grad,White,Female
31561,57,Doctorate,White,Male
31562,40,HS-grad,White,Male
31563,36,HS-grad,White,Male
31564,45,Bachelors,Black,Female
31565,52,Bachelors,White,Male
31566,24,HS-grad,White,Male
31567,30,HS-grad,White,Female
31568,28,HS-grad,Black,Male
31569,46,Doctorate,White,Female
31570,36,HS-grad,Black,Female
31571,48,HS-grad,White,Female
31572,36,Assoc-voc,White,Female
31573,48,HS-grad,White,Male
31574,21,Some-college,White,Female
31575,18,HS-grad,White,Female
31576,38,Bachelors,White,Female
31577,66,11th,Black,Female
31578,36,Bachelors,White,Male
31579,38,HS-grad,White,Female
31580,55,Prof-school,White,Male
31581,27,HS-grad,White,Male
31582,22,Assoc-acdm,White,Male
31583,29,Some-college,White,Male
31584,40,Some-college,White,Female
31585,21,Some-college,White,Female
31586,49,HS-grad,White,Female
31587,29,Bachelors,White,Female
31588,28,Bachelors,White,Male
31589,26,HS-grad,White,Male
31590,33,HS-grad,White,Female
31591,72,Prof-school,White,Male
31592,59,Masters,White,Male
31593,37,Assoc-voc,White,Male
31594,56,10th,White,Female
31595,27,Some-college,White,Male
31596,39,Masters,Asian-Pac-Islander,Male
31597,49,Masters,White,Female
31598,30,HS-grad,Asian-Pac-Islander,Female
31599,28,9th,Black,Female
31600,25,Bachelors,White,Male
31601,18,10th,White,Male
31602,25,Assoc-acdm,White,Male
31603,36,Some-college,White,Male
31604,52,HS-grad,White,Male
31605,20,12th,Other,Male
31606,25,HS-grad,White,Male
31607,26,Bachelors,White,Male
31608,50,Bachelors,White,Female
31609,48,Assoc-acdm,White,Male
31610,39,HS-grad,White,Male
31611,30,Bachelors,White,Male
31612,26,HS-grad,White,Male
31613,36,Some-college,White,Male
31614,49,Doctorate,White,Male
31615,34,Bachelors,White,Male
31616,28,HS-grad,Other,Male
31617,28,HS-grad,White,Male
31618,42,Some-college,White,Male
31619,26,HS-grad,White,Male
31620,54,HS-grad,Black,Male
31621,66,9th,White,Male
31622,61,HS-grad,White,Male
31623,45,Prof-school,White,Male
31624,29,Bachelors,White,Female
31625,74,HS-grad,White,Female
31626,61,HS-grad,White,Female
31627,27,Some-college,White,Male
31628,53,Bachelors,White,Male
31629,57,HS-grad,Asian-Pac-Islander,Male
31630,41,Some-college,White,Male
31631,45,Bachelors,White,Male
31632,43,HS-grad,White,Male
31633,26,Bachelors,White,Female
31634,29,HS-grad,Asian-Pac-Islander,Male
31635,65,7th-8th,White,Male
31636,41,Bachelors,White,Female
31637,31,Bachelors,White,Male
31638,50,HS-grad,White,Female
31639,52,HS-grad,White,Male
31640,18,HS-grad,White,Male
31641,26,7th-8th,Other,Female
31642,57,HS-grad,White,Male
31643,63,Some-college,White,Male
31644,29,HS-grad,White,Male
31645,32,Bachelors,White,Male
31646,34,HS-grad,White,Male
31647,43,HS-grad,White,Female
31648,39,Some-college,White,Male
31649,28,HS-grad,White,Male
31650,32,Bachelors,White,Female
31651,28,Prof-school,White,Male
31652,40,Some-college,White,Male
31653,25,Bachelors,White,Male
31654,54,Masters,White,Male
31655,48,Bachelors,White,Male
31656,51,Some-college,White,Female
31657,67,7th-8th,White,Male
31658,17,10th,White,Female
31659,24,Some-college,White,Male
31660,25,HS-grad,White,Male
31661,68,HS-grad,White,Female
31662,54,Some-college,White,Female
31663,32,HS-grad,White,Female
31664,61,Some-college,White,Female
31665,41,HS-grad,White,Male
31666,53,HS-grad,White,Female
31667,45,Assoc-voc,White,Female
31668,64,7th-8th,White,Female
31669,51,HS-grad,White,Male
31670,41,Masters,White,Male
31671,40,Assoc-voc,White,Female
31672,27,HS-grad,White,Male
31673,41,Bachelors,Asian-Pac-Islander,Male
31674,51,Bachelors,White,Male
31675,36,Some-college,White,Female
31676,34,HS-grad,White,Male
31677,43,HS-grad,White,Male
31678,61,HS-grad,Black,Female
31679,31,10th,White,Male
31680,34,HS-grad,White,Male
31681,43,HS-grad,White,Male
31682,52,12th,White,Male
31683,18,11th,White,Female
31684,37,Some-college,White,Male
31685,60,HS-grad,White,Male
31686,47,Some-college,White,Female
31687,21,Some-college,White,Male
31688,34,Bachelors,White,Male
31689,28,HS-grad,White,Female
31690,40,Assoc-voc,White,Male
31691,26,Assoc-acdm,White,Male
31692,48,Some-college,Black,Female
31693,46,Some-college,White,Male
31694,58,Some-college,White,Male
31695,32,HS-grad,White,Male
31696,90,HS-grad,White,Male
31697,38,Some-college,Asian-Pac-Islander,Male
31698,20,Assoc-acdm,White,Male
31699,43,Some-college,White,Male
31700,17,11th,White,Female
31701,36,12th,Asian-Pac-Islander,Male
31702,36,HS-grad,White,Male
31703,30,HS-grad,White,Male
31704,45,HS-grad,White,Male
31705,51,HS-grad,White,Male
31706,29,Some-college,White,Male
31707,35,Assoc-voc,White,Male
31708,19,Some-college,White,Female
31709,56,9th,White,Male
31710,64,Some-college,White,Male
31711,62,HS-grad,White,Male
31712,24,HS-grad,White,Female
31713,33,Assoc-acdm,White,Male
31714,43,Bachelors,Black,Female
31715,22,Some-college,White,Male
31716,44,Some-college,Black,Male
31717,37,HS-grad,White,Male
31718,34,Some-college,White,Male
31719,43,Assoc-voc,White,Female
31720,39,HS-grad,White,Female
31721,30,Some-college,White,Male
31722,58,7th-8th,White,Female
31723,31,Some-college,White,Female
31724,45,HS-grad,White,Female
31725,30,Some-college,Black,Female
31726,42,Some-college,White,Female
31727,50,Masters,White,Male
31728,25,Assoc-voc,White,Male
31729,34,Bachelors,White,Male
31730,50,Some-college,White,Male
31731,72,11th,White,Male
31732,60,Doctorate,White,Male
31733,41,Assoc-acdm,White,Male
31734,71,7th-8th,White,Male
31735,40,Prof-school,White,Female
31736,22,Bachelors,White,Female
31737,52,Bachelors,White,Male
31738,30,Some-college,White,Male
31739,36,HS-grad,White,Female
31740,40,Some-college,White,Male
31741,31,Assoc-acdm,Asian-Pac-Islander,Male
31742,44,Bachelors,White,Male
31743,38,Prof-school,Black,Male
31744,46,Prof-school,White,Male
31745,57,Prof-school,Black,Male
31746,39,11th,White,Male
31747,42,Bachelors,White,Female
31748,43,Assoc-voc,White,Male
31749,22,Some-college,White,Female
31750,44,Bachelors,White,Male
31751,22,Some-college,Asian-Pac-Islander,Female
31752,37,Some-college,White,Female
31753,20,Some-college,White,Female
31754,26,Bachelors,White,Female
31755,35,HS-grad,White,Male
31756,28,HS-grad,White,Female
31757,34,Some-college,Asian-Pac-Islander,Female
31758,17,10th,White,Female
31759,18,HS-grad,White,Male
31760,25,HS-grad,White,Male
31761,44,Bachelors,White,Male
31762,61,1st-4th,White,Female
31763,39,Some-college,White,Male
31764,61,Bachelors,White,Male
31765,19,Some-college,White,Female
31766,22,HS-grad,White,Female
31767,19,Some-college,White,Male
31768,45,Bachelors,White,Male
31769,20,Some-college,White,Female
31770,37,HS-grad,Asian-Pac-Islander,Female
31771,26,Some-college,White,Male
31772,17,10th,White,Female
31773,26,Bachelors,White,Female
31774,58,HS-grad,White,Female
31775,61,Doctorate,White,Male
31776,64,HS-grad,White,Female
31777,19,HS-grad,White,Female
31778,36,Bachelors,White,Male
31779,47,Assoc-acdm,White,Female
31780,62,Some-college,White,Male
31781,36,Prof-school,White,Male
31782,38,Some-college,White,Male
31783,54,HS-grad,White,Male
31784,31,Bachelors,White,Male
31785,26,Some-college,White,Male
31786,50,HS-grad,White,Male
31787,41,Some-college,Asian-Pac-Islander,Female
31788,52,Bachelors,White,Male
31789,28,HS-grad,Black,Female
31790,23,HS-grad,White,Female
31791,46,Some-college,White,Male
31792,32,HS-grad,Black,Male
31793,59,HS-grad,White,Female
31794,30,Some-college,White,Male
31795,58,Masters,Black,Male
31796,31,HS-grad,Black,Female
31797,36,Some-college,White,Male
31798,31,Preschool,White,Male
31799,52,Prof-school,White,Male
31800,29,Some-college,White,Male
31801,48,Masters,White,Male
31802,30,Masters,White,Male
31803,58,11th,White,Male
31804,20,Some-college,Black,Male
31805,19,Some-college,White,Male
31806,63,HS-grad,White,Female
31807,51,Bachelors,White,Male
31808,53,Assoc-acdm,White,Female
31809,54,HS-grad,White,Male
31810,35,Some-college,White,Female
31811,26,HS-grad,Black,Male
31812,47,Some-college,White,Female
31813,44,Bachelors,White,Male
31814,80,7th-8th,White,Male
31815,55,Doctorate,White,Male
31816,43,Masters,White,Male
31817,49,Bachelors,White,Male
31818,27,Prof-school,Asian-Pac-Islander,Male
31819,42,Assoc-voc,White,Male
31820,39,9th,White,Male
31821,36,HS-grad,White,Male
31822,32,HS-grad,White,Female
31823,58,Some-college,Black,Female
31824,63,9th,Black,Male
31825,49,Some-college,White,Male
31826,36,Some-college,White,Male
31827,46,Some-college,White,Male
31828,47,Masters,White,Male
31829,39,HS-grad,White,Male
31830,33,Prof-school,Asian-Pac-Islander,Male
31831,43,HS-grad,Other,Male
31832,30,Some-college,White,Male
31833,39,Assoc-voc,White,Female
31834,44,Some-college,White,Female
31835,27,Bachelors,White,Male
31836,80,Assoc-acdm,White,Male
31837,31,Assoc-acdm,White,Male
31838,34,HS-grad,White,Male
31839,28,Assoc-acdm,White,Male
31840,55,HS-grad,White,Male
31841,36,HS-grad,White,Female
31842,42,Some-college,Black,Male
31843,67,Bachelors,White,Male
31844,53,Some-college,White,Female
31845,43,Some-college,White,Male
31846,29,Bachelors,White,Female
31847,19,Some-college,White,Male
31848,51,Assoc-voc,White,Male
31849,21,Assoc-voc,White,Male
31850,54,Some-college,White,Female
31851,42,Prof-school,White,Male
31852,41,Some-college,White,Female
31853,28,HS-grad,White,Male
31854,31,Assoc-voc,White,Female
31855,82,HS-grad,White,Male
31856,23,Bachelors,White,Female
31857,40,HS-grad,White,Male
31858,35,HS-grad,White,Male
31859,24,HS-grad,White,Male
31860,21,Some-college,White,Female
31861,27,Some-college,White,Male
31862,29,Assoc-voc,White,Female
31863,40,Bachelors,White,Male
31864,17,12th,White,Female
31865,27,1st-4th,White,Male
31866,34,HS-grad,White,Male
31867,18,10th,Black,Male
31868,39,Bachelors,White,Female
31869,34,Some-college,White,Male
31870,44,HS-grad,White,Male
31871,18,11th,White,Female
31872,39,Bachelors,White,Male
31873,28,1st-4th,Other,Female
31874,30,HS-grad,White,Female
31875,60,HS-grad,White,Female
31876,58,HS-grad,White,Male
31877,49,Bachelors,White,Male
31878,61,HS-grad,White,Male
31879,27,HS-grad,White,Male
31880,59,Assoc-acdm,White,Male
31881,52,Some-college,Asian-Pac-Islander,Female
31882,42,Bachelors,White,Female
31883,27,Some-college,White,Female
31884,41,Masters,White,Male
31885,35,Some-college,Black,Male
31886,50,Bachelors,White,Female
31887,36,10th,White,Male
31888,21,HS-grad,White,Male
31889,38,Assoc-acdm,White,Male
31890,46,Some-college,White,Female
31891,59,Some-college,White,Male
31892,55,HS-grad,White,Female
31893,49,Masters,White,Female
